GEO_ID,NAME,S1901_C01_001E,S1901_C01_001M,S1901_C01_002E,S1901_C01_002M,S1901_C01_003E,S1901_C01_003M,S1901_C01_004E,S1901_C01_004M,S1901_C01_005E,S1901_C01_005M,S1901_C01_006E,S1901_C01_006M,S1901_C01_007E,S1901_C01_007M,S1901_C01_008E,S1901_C01_008M,S1901_C01_009E,S1901_C01_009M,S1901_C01_010E,S1901_C01_010M,S1901_C01_011E,S1901_C01_011M,S1901_C01_012E,S1901_C01_012M,S1901_C01_013E,S1901_C01_013M,S1901_C01_014E,S1901_C01_014M,S1901_C01_015E,S1901_C01_015M,S1901_C01_016E,S1901_C01_016M,S1901_C02_001E,S1901_C02_001M,S1901_C02_002E,S1901_C02_002M,S1901_C02_003E,S1901_C02_003M,S1901_C02_004E,S1901_C02_004M,S1901_C02_005E,S1901_C02_005M,S1901_C02_006E,S1901_C02_006M,S1901_C02_007E,S1901_C02_007M,S1901_C02_008E,S1901_C02_008M,S1901_C02_009E,S1901_C02_009M,S1901_C02_010E,S1901_C02_010M,S1901_C02_011E,S1901_C02_011M,S1901_C02_012E,S1901_C02_012M,S1901_C02_013E,S1901_C02_013M,S1901_C02_014E,S1901_C02_014M,S1901_C02_015E,S1901_C02_015M,S1901_C02_016E,S1901_C02_016M,S1901_C03_001E,S1901_C03_001M,S1901_C03_002E,S1901_C03_002M,S1901_C03_003E,S1901_C03_003M,S1901_C03_004E,S1901_C03_004M,S1901_C03_005E,S1901_C03_005M,S1901_C03_006E,S1901_C03_006M,S1901_C03_007E,S1901_C03_007M,S1901_C03_008E,S1901_C03_008M,S1901_C03_009E,S1901_C03_009M,S1901_C03_010E,S1901_C03_010M,S1901_C03_011E,S1901_C03_011M,S1901_C03_012E,S1901_C03_012M,S1901_C03_013E,S1901_C03_013M,S1901_C03_014E,S1901_C03_014M,S1901_C03_015E,S1901_C03_015M,S1901_C03_016E,S1901_C03_016M,S1901_C04_001E,S1901_C04_001M,S1901_C04_002E,S1901_C04_002M,S1901_C04_003E,S1901_C04_003M,S1901_C04_004E,S1901_C04_004M,S1901_C04_005E,S1901_C04_005M,S1901_C04_006E,S1901_C04_006M,S1901_C04_007E,S1901_C04_007M,S1901_C04_008E,S1901_C04_008M,S1901_C04_009E,S1901_C04_009M,S1901_C04_010E,S1901_C04_010M,S1901_C04_011E,S1901_C04_011M,S1901_C04_012E,S1901_C04_012M,S1901_C04_013E,S1901_C04_013M,S1901_C04_014E,S1901_C04_014M,S1901_C04_015E,S1901_C04_015M,S1901_C04_016E,S1901_C04_016M
10022,ZCTA5 10022,17619,708,4.8,1.4,2,0.9,4.4,1.5,2.7,1,7,1.8,10.9,2.1,9.3,2.3,15.6,2.6,10.5,2.2,32.8,3.4,123693,9078,224771,27351,27.1,(X),(X),(X),(X),(X),6039,595,1.7,1.2,0.1,0.1,0.5,0.7,0.1,0.2,4.3,3,5.1,2.1,5,2.8,14.5,4.1,10.3,3.5,58.4,6,243125,21463,382576,66791,(X),(X),31.9,(X),(X),(X),5627,608,1.4,1.2,0.1,0.1,0.4,0.6,0.1,0.2,4.5,3.2,4.9,2.3,3.6,2.3,12.9,4.1,10.8,3.7,61.3,6.2,249163,19719,N,N,(X),(X),(X),(X),(X),(X),11580,684,6.4,2,2.9,1.4,6.5,2.4,4,1.5,8.5,2.1,13.9,3.1,11.6,3.1,16.5,3.2,10.6,2.5,19.1,3.5,90522,8328,140987,14864,(X),(X),(X),(X),24.4,(X)
10023,ZCTA5 10023,33144,1042,5.6,1.2,2.5,0.8,5.9,1,4.2,1.1,5.2,1.2,10.6,1.8,9.2,1.5,15.9,1.8,12.3,1.9,28.4,1.8,115080,9139,199343,12996,27.1,(X),(X),(X),(X),(X),12150,855,2.9,1.4,0.6,0.7,4.8,2,1.4,0.9,2.1,1.3,5.1,1.9,5.8,2.1,14,3.1,13.2,3,50.3,4.4,201076,18955,326871,31340,(X),(X),28.1,(X),(X),(X),10043,825,1.3,0.9,0.5,0.7,3.7,2.2,0.5,0.4,1.6,1.3,4.4,1.7,4.7,1.8,12.5,3.1,13.9,3.4,57,5.7,246863,31639,N,N,(X),(X),(X),(X),(X),(X),20994,1112,7.2,1.8,3.6,1.2,6.7,1.6,5.9,1.7,7.1,1.8,13.6,2.7,11.4,2.1,17,2.7,11.7,2.5,15.8,2.2,85261,6690,124617,10131,(X),(X),(X),(X),26.5,(X)
10024,ZCTA5 10024,28809,946,5.3,1.3,3.2,0.9,5.9,1.3,4.1,0.9,5.9,1,11.6,1.8,8.4,1.3,14.6,1.8,9.5,1.3,31.5,2.4,118594,7175,212125,16260,29.3,(X),(X),(X),(X),(X),12618,901,2.7,1.6,1.6,1.3,4.8,1.9,1.9,0.9,3.2,1.4,6,1.8,6.4,2.1,13.6,2.6,12,2.7,47.8,4.4,187229,19817,315911,30256,(X),(X),35.4,(X),(X),(X),10626,824,0.5,0.5,0.1,0.2,3.9,1.8,1.6,0.9,3,1.5,4.5,1.8,6.4,2.4,14.6,3,11.7,2.9,53.7,5.1,207815,17334,N,N,(X),(X),(X),(X),(X),(X),16191,1021,7.3,2.1,4.5,1.4,6.7,2,5.9,1.4,7.9,1.8,16.4,2.7,9.6,1.7,15.4,2.6,7.6,1.8,18.7,2.7,76866,6398,130522,11706,(X),(X),(X),(X),24.5,(X)
10025,ZCTA5 10025,42783,929,10.2,1.4,5.3,1.1,7.3,1.2,6.6,1.2,6,1,12.1,1.6,10.3,1.3,13.3,1.6,9.7,1.1,19.2,1.5,80025,3814,136293,6920,31.8,(X),(X),(X),(X),(X),19395,1048,6.2,1.8,3.5,1.4,5,1.5,6.2,2.2,4.6,1.4,8.2,1.6,7.3,1.8,13.2,2.6,12.9,1.8,33,2.7,135425,12152,197711,12678,(X),(X),35.5,(X),(X),(X),14274,854,3.4,1.5,2.4,1.3,2.6,1.2,3.5,1.9,3.2,1.2,6.1,1.5,7.6,1.9,13.1,2.8,15.4,2.2,42.7,3.5,173138,15330,N,N,(X),(X),(X),(X),(X),(X),23388,1050,13.7,2,6.7,1.5,9.3,1.7,7.8,1.4,7.2,1.5,14.6,2.3,12.8,1.9,13.4,2,6.9,1.5,7.6,1.6,58540,7033,84512,6941,(X),(X),(X),(X),28.2,(X)
10026,ZCTA5 10026,14803,344,14.3,2.1,8.3,1.7,8.2,1.9,7.1,1.6,10,2,15.1,2,9.4,1.6,11.7,1.8,7,1.7,9,1.7,52082,3161,88932,7245,37.6,(X),(X),(X),(X),(X),7320,492,12.9,3.1,5.4,1.9,6.6,2.4,7.3,2.3,12.6,3.3,13.8,3.1,10.7,2.3,13.1,3,7.1,2.5,10.6,2.8,57521,7683,100072,11349,(X),(X),43.5,(X),(X),(X),3145,417,1.5,1.4,3.3,2.4,3.9,2.4,3.6,2.5,3.7,2.2,13.6,4.3,13,3.9,21.2,5.6,14,4.8,22.1,5.7,115839,11068,N,N,(X),(X),(X),(X),(X),(X),7483,533,16.4,3.2,11.8,2.7,9.8,2.7,6.7,2.2,7.2,2.3,16.4,2.7,8.4,2.6,10.1,2.4,6,2,7.2,2.2,47578,10098,75591,8859,(X),(X),(X),(X),31.7,(X)
10027,ZCTA5 10027,22933,557,19.3,2.4,6.5,1.2,9.3,1.4,8.4,1.4,11.3,1.6,12.3,1.5,8.6,1.5,11.3,1.4,5.7,1.1,7.3,1.1,42754,4154,73563,4179,36.5,(X),(X),(X),(X),(X),11570,571,12.7,2.3,5.2,1.7,9,2.1,9.4,2.5,14,2.8,11.7,2.2,8.9,2,11.7,2.1,6.6,1.5,10.9,2.1,49825,2854,89510,6389,(X),(X),42.1,(X),(X),(X),5221,435,2,1,2,1.5,5.9,2.1,6,2.6,10.2,3.2,12.8,3.4,10.4,3.4,16.7,3.9,11,2.7,23.2,4.7,103322,12846,N,N,(X),(X),(X),(X),(X),(X),11363,643,27,3.6,7.8,1.6,10.3,2.1,6.8,1.6,8.7,1.8,13.1,2.5,8.2,2.1,9.7,2,4.9,1.4,3.5,1.2,32847,6205,55039,4293,(X),(X),(X),(X),29.3,(X)
10028,ZCTA5 10028,25837,1004,3.5,1.1,3.5,1.4,5.6,1.6,3.3,1.3,5.6,1.2,11,2.2,11.9,2.1,18,2.7,9.5,1.7,28.1,2.6,111302,9323,199223,14762,29.3,(X),(X),(X),(X),(X),10458,924,1.8,1,0.4,0.4,2.7,1.7,2.5,2.2,3.4,1.7,2.6,1.2,7.2,2.5,16.5,3.2,9.5,2.4,53.4,4.7,209945,10117,339241,31905,(X),(X),34.5,(X),(X),(X),9331,854,1.1,0.9,0.4,0.4,1.4,1.3,1.5,1.7,3.5,1.9,1.6,1.3,6.9,2.5,15.8,3.4,10.2,2.7,57.6,4.9,218218,19510,N,N,(X),(X),(X),(X),(X),(X),15379,955,4.7,1.6,5.6,2.3,7.6,2.4,3.8,1.6,7,2,16.8,3.4,15,2.9,19,4,9.5,2.3,10.8,2.4,81145,6404,103855,7247,(X),(X),(X),(X),25.7,(X)
10029,ZCTA5 10029,30640,563,18,1.8,11.2,1.6,13.6,1.6,10.1,1.5,10.9,1.4,13.2,1.7,8.5,1.2,7.3,1.1,2.5,0.6,4.8,0.7,32500,1882,63840,3774,40.6,(X),(X),(X),(X),(X),16591,765,13.7,2,7.3,1.6,13.7,2.1,13.2,2.3,14.3,2,14.6,2.2,8.3,1.8,7.4,1.5,2,0.8,5.5,0.8,36914,2610,72838,5794,(X),(X),45.1,(X),(X),(X),6686,581,4.5,2.1,7.2,2.5,9.4,2.9,11.1,2.8,13.4,3.1,13.9,2.8,13.3,3.4,10,2.3,4.7,1.9,12.5,1.8,55291,7573,N,N,(X),(X),(X),(X),(X),(X),14049,669,23.8,3.3,16,2.5,13.3,1.9,6.7,1.8,7.3,1.7,11.5,2.2,7.5,1.8,7.2,1.5,2.7,0.9,4,1.2,21661,2351,51882,5186,(X),(X),(X),(X),34.3,(X)
10030,ZCTA5 10030,11878,407,17.1,2.9,9.7,2.3,14.1,2.7,10.9,2.2,9.7,1.9,15.7,2.5,6,1.8,10.2,2,2.5,0.8,4,1.3,33720,2653,57119,4609,38.5,(X),(X),(X),(X),(X),5550,409,13.3,3.5,7,2.3,14.2,3.9,10,2.7,11.9,2.9,17.7,4.5,5.4,2.4,13.4,3.2,2.8,1.4,4.3,2.1,40888,5465,61421,6084,(X),(X),47.2,(X),(X),(X),1803,322,1.3,1.3,5.4,3.6,7,4.8,9.2,5.4,6.3,2.7,20.1,6.5,5.9,4.6,28.3,8.5,7,4,9.4,5.4,75486,27744,N,N,(X),(X),(X),(X),(X),(X),6328,383,20.5,4.3,12.5,3.9,15.1,3.4,11,3.7,8.1,2.6,14.1,3.6,6.4,2.4,6.2,2.2,2.5,1.5,3.6,1.7,26971,5307,51149,6955,(X),(X),(X),(X),30.6,(X)
10031,ZCTA5 10031,21881,455,14.1,2.1,6.9,1.3,9.6,1.5,12.8,1.6,12.3,1.6,17.6,2.3,10.5,1.7,8.9,1.5,4.3,1.3,3.1,0.9,41848,2855,60308,3802,35.3,(X),(X),(X),(X),(X),11007,624,9.5,2.8,5.7,1.9,10.2,2.1,15.6,2.6,13.7,2.1,17.4,3.1,7.2,2.2,10.9,2.5,6,2.1,3.8,1.4,43893,5722,67416,6584,(X),(X),37.4,(X),(X),(X),4486,520,2.9,2.2,2.1,1.6,6.9,2.9,17.3,4.9,10.2,3.7,14.8,4.7,9.2,3.7,19.4,4.4,8.7,3.5,8.5,3,65825,10168,N,N,(X),(X),(X),(X),(X),(X),10874,643,20.4,2.6,8.4,1.8,9.2,2.3,10.7,2.4,11.4,2.4,15.5,2.8,12.7,2.5,6.9,2,2.4,1.3,2.2,1,35862,3001,50527,3843,(X),(X),(X),(X),31.1,(X)
10032,ZCTA5 10032,20140,460,14.5,1.9,8.1,1.6,11.4,1.8,11.2,1.6,10.8,1.7,19,2.4,10.2,1.6,9.7,1.5,3.2,1,1.8,0.6,40054,3065,55460,3200,41.9,(X),(X),(X),(X),(X),10769,546,8.7,2.3,6.7,2,12.5,2.5,11.1,2.2,13.4,2.6,20.4,3.1,11.5,2.6,10.6,2.2,3.2,1.3,1.9,0.9,44598,6205,60915,5098,(X),(X),47.4,(X),(X),(X),4786,479,6.4,3,3.3,2.4,9.4,3.6,9.8,3,12.2,4.1,20.2,4.4,13,3.7,17.6,4.3,4.5,2.2,3.8,1.9,61881,7550,N,N,(X),(X),(X),(X),(X),(X),9371,552,22.9,3.1,10.6,2.7,9.9,2.8,12,2.8,10.1,2.6,15.5,3.4,7.4,1.9,7.1,2.1,3,1.4,1.4,0.8,30302,3919,45021,3607,(X),(X),(X),(X),30.4,(X)
10033,ZCTA5 10033,19426,420,10.9,1.7,8.6,1.5,12.6,1.8,9.2,1.8,11,1.6,15.5,2,9.7,1.4,12.8,1.7,5.1,1.1,4.6,0.9,46349,3046,66376,2480,41.5,(X),(X),(X),(X),(X),11790,516,5.4,1.3,8.1,2,13.6,2.6,10.2,2.3,12.2,2.1,15.8,2.5,11.2,2,11.7,2.2,6.2,1.7,5.6,1.4,50589,3971,71551,3499,(X),(X),45.6,(X),(X),(X),6154,384,4.8,2,4.6,1.8,8.3,2.9,9.6,2.8,9.5,3.2,15.4,3.3,11.7,2.8,16.8,3.2,9.9,2.9,9.6,2.6,71285,6780,N,N,(X),(X),(X),(X),(X),(X),7636,467,19.9,3.6,11.2,2.8,12.1,2.9,8.1,2.6,10.4,3,13.1,3.1,8.7,2.3,11.7,2.5,3,1.2,1.9,1.1,33203,4545,52458,4654,(X),(X),(X),(X),32.2,(X)
10034,ZCTA5 10034,15841,329,11.1,2.1,7.6,1.9,13.8,2.3,9.8,1.6,10.5,1.8,14.9,2.5,15.3,2.2,10.6,1.8,3.3,0.9,3.2,1,45643,4511,62248,3388,36.5,(X),(X),(X),(X),(X),8865,426,7.3,2.6,5.3,2.3,18,3.5,11.9,2.4,11.8,3.1,14.8,2.9,12.5,2.9,11.4,2.4,4.2,1.1,2.8,1,43724,5445,63882,4877,(X),(X),44.7,(X),(X),(X),4339,419,2.7,1.6,2.5,1.7,9.4,3.1,9.5,3.4,14.8,5.2,16.7,3.7,17,4.8,16.4,3.8,5.8,1.9,5.3,2.1,66167,7171,N,N,(X),(X),(X),(X),(X),(X),6976,435,16.7,3.2,10.7,3.1,10.3,2.6,6.5,1.9,9.6,2.6,15.9,3.8,15.6,2.6,9.4,2.8,2.6,1.6,2.7,1.5,43315,5862,55569,4365,(X),(X),(X),(X),24.5,(X)
10035,ZCTA5 10035,13480,429,20.6,2.7,13.5,2.3,12.8,2.2,10.1,1.8,10.5,2.1,13.5,2.2,7.1,1.4,6.3,1.4,3.5,1.2,2.1,0.8,26893,2589,47836,3511,37.1,(X),(X),(X),(X),(X),6562,483,16.3,3.4,7.3,2.6,15.7,3.5,12.7,3.2,12.9,3.1,12.8,2.9,7.4,2.3,8.1,2.6,4.8,1.8,1.9,1.1,32960,4035,51728,4727,(X),(X),40.8,(X),(X),(X),2380,324,5.3,3,5.1,3.9,13.7,6.2,13.9,4.5,14.9,6.3,15.2,5,7.1,4,8.8,4,11.9,4.4,4.2,2.6,46082,9847,N,N,(X),(X),(X),(X),(X),(X),6918,473,26.7,3.8,18.9,3.6,10.6,3,7.8,2.1,6.8,2.5,14.1,3.5,6.5,2,5,1.6,1.9,1.1,1.7,1,17943,3549,41953,4562,(X),(X),(X),(X),31.3,(X)
10036,ZCTA5 10036,15568,661,7.7,1.6,4.3,1.2,7.4,1.5,10.2,2.4,8.1,1.8,9.2,2.3,9.8,2.2,16.2,2.8,9.1,1.8,18.1,2.4,83812,9440,121970,6955,23.6,(X),(X),(X),(X),(X),3173,342,2.9,2.3,1.2,1.4,5.5,3.8,5.5,3.7,6.1,3.6,14.2,6.2,6.6,3.2,15.6,5.4,10.6,3.8,31.9,6.3,133493,26033,182774,21768,(X),(X),24.3,(X),(X),(X),2421,369,1.2,1,0,1.2,3.5,2.3,3.2,2.8,5.1,4,14.6,7.3,5.5,3.3,14.2,5.4,12.4,4.8,40.4,8,163363,24563,N,N,(X),(X),(X),(X),(X),(X),12395,654,9,1.8,5.1,1.5,8.3,1.9,11.4,3.1,8.3,2.2,8,2.4,10.6,2.6,16.6,3.1,8.1,2,14.6,2.1,74720,9789,105782,6923,(X),(X),(X),(X),23.4,(X)
10037,ZCTA5 10037,9317,357,13.1,2.1,10.3,2,14,2.6,9.3,2.3,11.6,2.5,18.8,2.8,10.7,2.2,7.1,1.9,3.2,1.5,2,1.1,39463,3788,54929,6039,31.6,(X),(X),(X),(X),(X),4060,373,11.6,4,7.9,3.2,16.1,4.7,14.6,4.6,12.4,5,16.9,4.4,7.4,2.9,7,2.7,2.1,1.7,4.1,2.3,34459,7428,55735,7994,(X),(X),35.9,(X),(X),(X),1110,233,3.2,3,0,2.7,5.4,3.7,14.8,10.7,10.5,7.4,18.8,8.8,18.5,8.9,9.5,6.4,4.6,4.1,14.9,8.3,73314,14357,N,N,(X),(X),(X),(X),(X),(X),5257,404,15.4,3.7,12.1,3,11.9,3.3,5.7,1.9,11,3.4,20.8,4.2,13.2,3.4,5.9,2.3,3.4,2.1,0.5,0.6,41747,6287,52077,6952,(X),(X),(X),(X),28.3,(X)
10038,ZCTA5 10038,10048,340,11.3,2.3,6.9,1.6,9.4,2,5.6,1.7,5.5,1.6,8.7,2.1,9.4,2.3,14.7,3,10.6,2.3,18,2.2,82910,7380,124754,9796,30.3,(X),(X),(X),(X),(X),4423,379,5.7,3.4,6.3,2.3,10.5,3.2,8.5,2.7,6.5,2.6,9.8,3.3,10.8,4.2,13,4.3,9.4,2.8,19.5,4.1,81063,11997,124578,14697,(X),(X),38.7,(X),(X),(X),3235,358,5.1,3.7,7.1,3,7.4,3,7.4,3.1,4.6,2.7,6.1,3.1,11.9,5.4,13.8,5.6,11.1,3.6,25.3,5.4,101417,27260,N,N,(X),(X),(X),(X),(X),(X),5625,407,15.7,3.7,7.3,2.6,8.9,2.9,3.3,2.1,5,1.9,8.1,2.5,7.9,2.3,15.8,4.4,11.3,2.9,16.8,3.7,82942,17369,124107,14682,(X),(X),(X),(X),23.4,(X)
10039,ZCTA5 10039,10856,359,16.7,2.5,9.3,2.5,13.1,2.7,14,2.8,14.4,3.1,14.2,2.5,8.1,2,6.5,1.7,1.6,0.7,2.1,0.8,32257,2572,51355,5793,37.1,(X),(X),(X),(X),(X),5839,392,12,3.2,7.6,3.2,15.4,3.9,13.3,3.7,16.7,4.4,16.1,3.7,8.1,3.1,7.5,2.6,1.8,1,1.5,0.9,36508,4538,48854,3656,(X),(X),39.6,(X),(X),(X),1476,233,1.4,2,0,2,12.9,6.7,17.2,7.3,11.1,7,20.8,7.8,7.3,4.4,18.4,7.5,5,3.2,6,3.8,63649,21790,N,N,(X),(X),(X),(X),(X),(X),5017,451,22.5,4.1,11.9,3.5,10.8,3.4,14.1,4.1,12.4,4,12.4,3.5,7,2.6,4.9,2.1,1.5,1.1,2.6,1.3,29904,4354,52889,12549,(X),(X),(X),(X),32.2,(X)
10040,ZCTA5 10040,16086,385,12.7,2.2,4.5,1.1,13,2.4,9.2,1.8,15,2.3,18.2,2.4,11.5,2.1,9.8,1.7,3,0.8,3,1,45811,2212,59453,3183,39.5,(X),(X),(X),(X),(X),8556,480,8.3,2.9,4.3,1.8,14.7,2.9,10.5,2.5,16.1,3.3,15.6,3.4,11.5,2.6,10.2,2.2,4.9,1.3,3.8,1.3,46149,2729,64839,4303,(X),(X),43,(X),(X),(X),4578,465,2.8,2.4,0.9,0.8,7.7,3.2,7.9,2.9,17.1,4.6,19,5.2,14.4,4.1,15.1,3.6,8.3,2.4,6.9,2.3,65897,7382,N,N,(X),(X),(X),(X),(X),(X),7530,482,17.9,3.5,5.9,1.9,13.5,4,7.2,2.3,12.3,3,20.6,4.1,11.2,2.8,8.7,2.2,0.5,0.5,2.2,1.4,40952,6240,51212,4671,(X),(X),(X),(X),33.6,(X)
10044,ZCTA5 10044,4790,293,7.8,3,4.4,3.2,2.3,1.7,6.6,4.4,5.2,2.6,16.9,5.3,12.2,4.6,19.1,5.6,9.4,4.1,16,4.9,86483,11844,116564,15121,23.6,(X),(X),(X),(X),(X),2378,331,3.7,2.5,1.1,1.5,2.7,2.6,3.7,3.8,4.9,4,11.8,7.3,14.3,7.1,21.7,7.9,17.4,7.5,18.7,6.9,115417,22918,140584,18206,(X),(X),21.4,(X),(X),(X),1779,295,1.3,1.9,1.2,2,0,1.7,2.9,4.3,4.4,4.7,6.6,5.3,11.9,8.8,26.1,10.6,21.6,9.6,24.1,8.9,137017,16869,N,N,(X),(X),(X),(X),(X),(X),2412,339,11.8,5.4,7.7,6.2,1.9,2.2,9.5,7.5,5.4,3.5,21.9,8.1,10.4,5.9,16.6,7,1.6,1.3,13.1,6.7,63488,11209,92558,20783,(X),(X),(X),(X),25.7,(X)
10065,ZCTA5 10065,16468,714,4.5,1.4,1.3,0.7,4,1.5,4.3,1.2,7,1.8,12.5,2.3,8.2,1.8,15.8,2.6,9.2,1.9,33.2,3,118310,11471,220482,17015,29.5,(X),(X),(X),(X),(X),6587,614,0.9,1,0.3,0.5,0.9,1,2.6,1.6,3.3,1.9,4.6,2.3,4.9,1.7,14.8,4.4,10.6,3.5,56.9,5.1,215282,20215,356286,35283,(X),(X),32.7,(X),(X),(X),5597,603,0,0.5,0.3,0.6,0.3,0.4,0.8,0.8,3.4,2,5.1,2.7,3.4,1.6,13,4.3,11,3.9,62.7,4.9,233504,24098,N,N,(X),(X),(X),(X),(X),(X),9881,770,6.8,2.3,1.9,1.1,6.1,2.4,5.4,1.8,9.5,2.7,17.8,3.3,10.6,2.6,16.4,3.3,8,2.1,17.3,3.1,81982,8884,128292,13457,(X),(X),(X),(X),27.3,(X)
10069,ZCTA5 10069,2629,435,6.9,3.7,0.9,1.5,3.7,2.8,5.4,4.8,4.9,4.2,4.8,5,6.3,6.1,14.5,7.8,13.1,6.3,39.6,10.9,155702,28108,243812,51882,18.3,(X),(X),(X),(X),(X),1220,322,2.4,2.7,0,2.4,2,3.2,1.3,2.1,0,2.4,8.6,10.4,0,2.4,16.6,9.8,8.1,6.8,61,15.9,"250,000+",***,345467,84095,(X),(X),13.4,(X),(X),(X),1065,312,0,2.8,0,2.8,0,2.8,1.5,2.5,0,2.8,2.5,3.2,0,2.8,19.1,11.4,9.3,7.9,67.6,14.2,"250,000+",***,N,N,(X),(X),(X),(X),(X),(X),1409,343,10.8,6.3,1.7,2.8,5.2,4.3,8.9,8.4,9.1,7.4,1.5,2.4,11.7,10.8,12.6,10.2,17.5,9.7,21.1,10.9,100994,53323,155792,52265,(X),(X),(X),(X),22.6,(X)
10075,ZCTA5 10075,12766,878,2.6,1.7,2.4,1.4,6.6,3.4,5,2.5,4.8,2.4,11.6,3.3,12.8,4.2,14.9,3.9,10.7,4.4,28.5,4.9,114481,20162,204044,24795,27.7,(X),(X),(X),(X),(X),5402,770,1.5,1.7,0,0.6,5.1,5.4,1.9,1.9,1.8,2.1,5.5,3.5,12,6.1,17.7,6.5,9.6,5.4,44.9,8.8,168526,50040,310809,51281,(X),(X),28.9,(X),(X),(X),4687,761,1.3,1.8,0,0.6,4.4,5.8,2.2,2.1,2.1,2.4,4.2,2.8,8.1,4.8,19.1,7.1,10.1,5.9,48.6,9.1,189417,70667,N,N,(X),(X),(X),(X),(X),(X),7364,847,3.5,2.7,4.2,2.4,8.3,4.9,7.2,3.7,7,3.9,16.1,5.1,13.4,5.5,12.9,5.2,10.9,6.3,16.5,6.4,85249,16924,124403,19380,(X),(X),(X),(X),26.8,(X)
10103,ZCTA5 10103,0,11,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,(X),(X),(X),(X),(X),0,11,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,(X),(X),-,(X),(X),(X),0,11,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,(X),(X),(X),(X),(X),(X),0,11,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,(X),(X),(X),(X),-,(X)
10110,ZCTA5 10110,0,11,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,(X),(X),(X),(X),(X),0,11,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,(X),(X),-,(X),(X),(X),0,11,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,(X),(X),(X),(X),(X),(X),0,11,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,(X),(X),(X),(X),-,(X)
10111,ZCTA5 10111,0,11,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,(X),(X),(X),(X),(X),0,11,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,(X),(X),-,(X),(X),(X),0,11,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,(X),(X),(X),(X),(X),(X),0,11,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,(X),(X),(X),(X),-,(X)
10112,ZCTA5 10112,0,11,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,(X),(X),(X),(X),(X),0,11,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,(X),(X),-,(X),(X),(X),0,11,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,(X),(X),(X),(X),(X),(X),0,11,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,(X),(X),(X),(X),-,(X)
10115,ZCTA5 10115,0,11,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,(X),(X),(X),(X),(X),0,11,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,(X),(X),-,(X),(X),(X),0,11,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,(X),(X),(X),(X),(X),(X),0,11,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,(X),(X),(X),(X),-,(X)
10119,ZCTA5 10119,0,11,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,(X),(X),(X),(X),(X),0,11,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,(X),(X),-,(X),(X),(X),0,11,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,(X),(X),(X),(X),(X),(X),0,11,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,(X),(X),(X),(X),-,(X)
